date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:07	18994/18994	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Mar%202022%2021:16:36%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min.js?ver=1.8.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min4511.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:08	62890/62890	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Mar%202022%2021:16:36%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap.js?ver=1.8.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap4511.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:09	9029/9029	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Mar%202022%2021:16:36%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints.js?ver=1.8.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints4511.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:09	4386/4386	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Dec%202021%2015:31:38%20GMT	https://zonapruebas68.tk/wp-content/themes/popularfx/js/navigation.js?ver=1.2.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/themes/popularfx/js/navigation9632.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:10	1193/1193	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2023:59:24%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.9.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/mediaelement-migrate.min7404.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:10	157610/157610	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Sep%202020%2000:23:06%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.16	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/mediaelement-and-player.min08e1.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:10	906/906	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Jan%202021%2022:05:18%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.9.3	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/wp-mediaelement.min7404.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:10	6464/6464	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Sep%202020%2000:23:06%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/renderers/vimeo.min.js?ver=4.2.16	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/renderers/vimeo.min08e1.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:10	4960/4960	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/js/webpack.runtime.min5aed.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:11	14277/14277	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/js/frontend-modules.min5aed.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:12	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:12	20714/20714	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Feb%202022%2008:34:02%20GMT	https://zonapruebas68.tk/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/jquery/ui/core.min0028.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:13	37741/37741	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2022:13:45%20GMT	https://zonapruebas68.tk/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.4	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/elementor/assets/js/frontend.min5aed.js	(from https://zonapruebas68.tk/landing-arriendo/)
10:41:13	4178/4178	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/loader.gif	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/loader.gif	(from https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/lib/sliders.min.css?ver=7.1.6)
10:41:13	34116/34116	---M--	200	added ('OK')	font/ttf	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon.ttf?7f8669	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon1a12.ttf	(from https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/icomoon.css?ver=7.1.6)
10:41:14	34192/34192	---M--	200	added ('OK')	font/woff	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon.woff?7f8669	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon1a12.woff	(from https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/icomoon.css?ver=7.1.6)
10:41:14	131688/131688	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Mar%202022%2018:28:46%20GMT	https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon.svg?7f8669	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/fonts/lae-icomoon1a12.svg	(from https://zonapruebas68.tk/wp-content/plugins/addons-for-elementor/assets/css/icomoon.css?ver=7.1.6)
10:41:14	4598/4598	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2014:13:52%20GMT	https://zonapruebas68.tk/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-includes/js/mediaelement/mejs-controls.svg	(from https://zonapruebas68.tk/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16)
10:41:15	28472/28472	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:15%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/gallery/bgDescription.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/gallery/bgDescription.png	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
10:41:16	28472/28472	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:16%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/gallery/gallery-e1.jpg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/gallery/gallery-e1.jpg	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
10:41:16	1757/1757	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2021:16:36%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/images/pricing/pricing-ribon.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/images/pricing/pricing-ribon.png	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
10:41:16	28472/28472	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:16%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-12.jpg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-12.jpg	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
10:41:17	28472/28472	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:17%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/others/business-shape.png	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/others/business-shape.png	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
10:41:18	28472/28472	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Apr%202022%2014:41:18%20GMT	https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-40.jpg	C:/My%20Web%20Sites/Landing1/zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-40.jpg	(from https://zonapruebas68.tk/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.8.3)
